0
Park
Other Great Outdoors
Golf Course
Tennis Court
Bridge
Skating Rink
Nature Preserve
Playground
Pool
Hockey Arena
Athletics & Sports
Boxing Gym
Gymnastics Gym
Martial Arts Dojo
Gym / Fitness Center
Gym
Dog Run
Scenic Lookout
Fountain
Plaza
Sports Club
Historic Site
Trail
Pilates Studio
Garden
Curling Ice
Yoga Studio
Beach
Sporting Goods Shop
Distribution Center
Field
Hotel Pool
Gym Pool
Sculpture Garden
Baseball Field
Cemetery
Climbing Gym
Golf Driving Range
Vineyard
Cafeteria
Rock Climbing Spot
Outdoors & Recreation
Mountain
Skate Park
Basketball Court
Soccer Field
River
Farm
Hot Spring
Well
Campground
Office
Roof Deck
Residential Building (Apartment / Condo)
Dance Studio
College Rec Center
Recreation Center
Tree
Lake
Harbor / Marina
Arcade
Apres Ski Bar
Flower Shop
Cycle Studio
College Stadium
Botanical Garden
Housing Development
Ski Chalet
Ski Area
Community Center
Monument / Landmark
Hotel
Swim School
Lighthouse
Indoor Play Area
Track
Forest
Tanning Salon
Theme Park
Stadium
Hockey Field
Surf Spot
Public Art
Rest Area
Funeral Home
Island
General Entertainment
College Quad
College Gym
Badminton Court
Summer Camp
Bowling Alley
Event Space
Hockey Rink
Castle
Elementary School
Paintball Field
Volleyball Court
Building
Farmers Market
State / Provincial Park
Boat or Ferry
